compound_0,compound_0_role,compound_0_amount,compound_0_amount_grams,compound_1,compound_1_role,compound_1_amount,compound_1_amount_grams,compound_2,compound_2_role,compound_2_amount,compound_2_amount_grams,compound_3,compound_3_role,compound_3_amount,compound_3_amount_grams,compound_4,compound_4_role,compound_4_amount,compound_4_amount_grams,id,notes,labGroup,dirty,calculating,recalculate,reaction_ptr,user,performedBy,performedDateTime,insertedDateTime,recommendation,legacyRecommendedFlag,valid,public,duplicateOf,legacyID,legacyRef,convertedLegacyRef,reference,labBookPage
Ammonium metavanadate,Inorg,0.97796,0.11440,"N,N′-dimethylethylenediamine",Org,1.11509,0.09830,Ammonium fluoride,Inorg,3.10500,0.11500,Selenium dioxide,Inorg,9.93529,1.10241,Water,Solv,342.21482,6.16510,32173,,Norquist Oxide Lab,False,False,False,Reaction_32173,anourmah,,,2016-05-02 20:55:11,,False,True,True,,5172,AN 51-9,an51.9,an51.9,
"1,4-Dimethylpiperazine",Org,0.96329,0.11000,Sodium metavanadate,Inorg,1.00468,0.12250,Selenium dioxide,Inorg,8.37073,0.92881,Sodium fluoride,Inorg,8.95018,0.37580,Water,Solv,339.97225,6.12470,32174, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32174,anourmah,,,2016-05-02 20:55:11,,False,False,True,,5175,AN54.1,an54.1,an54.1_5175,
Diethylenetriamine,Org,0.96734,0.09980,Sodium metavanadate,Inorg,1.02355,0.12480,Sodium fluoride,Inorg,9.07164,0.38090,Selenium dioxide,Inorg,9.94611,1.10361,Water,Solv,339.25618,6.11180,32175, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32175,anourmah,,,2016-05-02 20:55:11,,False,False,True,,5176,AN54.2,an54.2,an54.2_5176,
"N,N′-dimethylethylenediamine",Org,0.93473,0.08240,Ammonium metavanadate,Inorg,1.04635,0.12240,Sodium fluoride,Inorg,9.18358,0.38560,Selenium dioxide,Inorg,9.98846,1.10831,Water,Solv,347.97114,6.26880,32176, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32176,anourmah,,,2016-05-02 20:55:11,,False,False,True,,5177,AN54.3,an54.3,an54.3_5177,
Oxovanadium(2+) sulfate,Inorg,0.99998,0.16300,"2,5-Dimethylpiperazine",Org,1.05086,0.12000,Sodium fluoride,Inorg,8.98114,0.37710,Selenium dioxide,Inorg,12.07664,1.34001,Water,Solv,337.53539,6.08080,32177, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32177,anourmah,,,2016-05-02 20:55:11,,False,False,True,,5178,AN54.4,an54.4,an54.4_5178,
Oxovanadium(2+) sulfate,Inorg,0.99998,0.16300,"2,5-Dimethylpiperazine",Org,1.05086,0.12000,Sodium fluoride,Inorg,8.98114,0.37710,Selenium dioxide,Inorg,12.07664,1.34001,Water,Solv,337.53539,6.08080,32178, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32178,anourmah,,,2016-05-02 20:55:11,,False,False,True,,5179,AN54.4,an54.4,an54.4_5179,
2-Methylpiperazine,Org,0.93446,0.09360,Oxovanadium(2+) sulfate,Inorg,1.02697,0.16740,Sodium fluoride,Inorg,8.84062,0.37120,Selenium dioxide,Inorg,12.04960,1.33701,Water,Solv,341.95393,6.16040,32179, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32179,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5180,AN54.5,an54.5,an54.5_5180,
2-Methylpiperazine,Org,0.96740,0.09690,Oxovanadium(2+) sulfate,Inorg,2.02510,0.33010,Selenium dioxide,Inorg,5.04605,0.55990,Sodium fluoride,Inorg,9.00495,0.37810,Water,Solv,340.28310,6.13030,32180, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32180,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5181,AN54.6,an54.6,an54.6_5181,
2-Methylpiperazine,Org,0.95942,0.09610,potassium dichromate,Inorg,1.78462,0.52501,Oxovanadium(2+) sulfate,Inorg,1.94719,0.31740,Selenium dioxide,Inorg,5.27767,0.58560,Water,Solv,333.46100,6.00740,32181, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32181,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5182,AN54.7,an54.7,an54.7_5182,
2-Methylpiperazine,Org,1.29786,0.13000,Oxovanadium(2+) sulfate,Inorg,2.00915,0.32750,Selenium dioxide,Inorg,5.13708,0.57000,Ammonium fluoride,Inorg,9.66601,0.35800,Water,Solv,392.91701,7.07852,32182, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32182,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5183,AN54.8,an54.8,an54.8_5183,
Sodium metavanadate,Inorg,0.51997,0.06340,"1,4-Dimethylpiperazine",Org,0.75399,0.08610,Selenium dioxide,Inorg,4.27910,0.47480,Sodium fluoride,Inorg,4.51081,0.18940,Water,Solv,335.71468,6.04800,32183,,Norquist Oxide Lab,False,False,False,Reaction_32183,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5184,AN56.1,an56.1,an56.1,
Diethylenetriamine,Org,0.50015,0.05160,Sodium metavanadate,Inorg,0.54540,0.06650,Sodium fluoride,Inorg,4.40602,0.18500,Selenium dioxide,Inorg,5.27317,0.58510,Water,Solv,350.30253,6.31081,32184,,Norquist Oxide Lab,False,False,False,Reaction_32184,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5185,AN56.4,an56.4,an56.4,
"N,N′-dimethylethylenediamine",Org,0.46736,0.04120,Ammonium metavanadate,Inorg,0.53771,0.06290,Sodium fluoride,Inorg,4.42031,0.18560,Selenium dioxide,Inorg,5.07219,0.56280,Water,Solv,330.64113,5.95660,32185,,Norquist Oxide Lab,False,False,False,Reaction_32185,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5186,AN56.7,an56.7,an56.7,
Oxovanadium(2+) sulfate,Inorg,0.51471,0.08390,"2,5-Dimethylpiperazine",Org,0.52368,0.05980,Sodium fluoride,Inorg,4.33934,0.18220,Selenium dioxide,Inorg,6.51418,0.72281,Water,Solv,332.73938,5.99440,32186, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32186,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5187,AN56.10,an56.10,an56.10_5187,
Oxovanadium(2+) sulfate,Inorg,0.51471,0.08390,"2,5-Dimethylpiperazine",Org,0.52368,0.05980,Sodium fluoride,Inorg,4.33934,0.18220,Selenium dioxide,Inorg,6.51418,0.72281,Water,Solv,332.73938,5.99440,32187, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32187,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5188,AN56.10,an56.10,an56.10_5188,
Oxovanadium(2+) sulfate,Inorg,0.54109,0.08820,2-Methylpiperazine,Org,0.72181,0.07230,Sodium fluoride,Inorg,5.13480,0.21560,Selenium dioxide,Inorg,6.00407,0.66620,Water,Solv,333.05579,6.00010,32188,water measurement inaccurate due to taring problems,Norquist Oxide Lab,False,False,False,Reaction_32188,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5189,AN56.13,an56.13,an56.13,
Oxovanadium(2+) sulfate,Inorg,0.57238,0.09330,2-Methylpiperazine,Org,0.92348,0.09250,Selenium dioxide,Inorg,2.66677,0.29590,Sodium fluoride,Inorg,4.91331,0.20630,Water,Solv,343.10297,6.18110,32189, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32189,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5191,AN56.16,an56.16,an56.16_5191,
Oxovanadium(2+) sulfate,Inorg,0.57238,0.09330,2-Methylpiperazine,Org,0.92348,0.09250,Selenium dioxide,Inorg,2.66677,0.29590,Sodium fluoride,Inorg,4.91331,0.20630,Water,Solv,343.10297,6.18110,32190, Duplicate reference disambiguated with legacy id.,Norquist Oxide Lab,True,False,False,Reaction_32190,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5192,AN56.16,an56.16,an56.16_5192,
Vanadium(V) oxide,Inorg,1.02816,0.18700,"N,N′-dimethylethylenediamine",Org,5.12399,0.45169,Water,Solv,146.68887,2.64264,?,?,?,?,?,?,?,?,32191," pH adjusting reagent used: Phosphonic acid (H3PO3), 0.433g",Norquist Oxide Lab,False,False,False,Reaction_32191,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5193,AN59.1,an59.1,an59.1,
Vanadium(V) oxide,Inorg,1.01386,0.18440,"N-Ethyl-N,N'-dimethyl-1,2-ethanediamine",Org,4.65028,0.54038,Water,Solv,146.88870,2.64624,?,?,?,?,?,?,?,?,32192," pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4104g",Norquist Oxide Lab,False,False,False,Reaction_32192,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5194,AN59.2,an59.2,an59.2,
Vanadium(V) oxide,Inorg,1.02101,0.18570,TMEDA,Org,4.55218,0.52898,Water,Solv,125.95615,2.26914,?,?,?,?,?,?,?,?,32193," Duplicate reference disambiguated with legacy id. pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4428g",Norquist Oxide Lab,True,False,False,Reaction_32193,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5195,AN59.3,an59.3,an59.3_5195,
Vanadium(V) oxide,Inorg,1.02101,0.18570,TMEDA,Org,4.55218,0.52898,Water,Solv,125.95615,2.26914,?,?,?,?,?,?,?,?,32194," Duplicate reference disambiguated with legacy id. pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4428g",Norquist Oxide Lab,True,False,False,Reaction_32194,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5196,AN59.3,an59.3,an59.3_5196,
Vanadium(V) oxide,Inorg,1.05345,0.19160,"N,N′-dimethylethylenediamine",Org,2.20637,0.19449,Water,Solv,175.43714,3.16055,?,?,?,?,?,?,?,?,32195," pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4299g",Norquist Oxide Lab,False,False,False,Reaction_32195,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5198,AN59.4,an59.4,an59.4,
Vanadium(V) oxide,Inorg,0.98417,0.17900,"N-Ethyl-N,N'-dimethyl-1,2-ethanediamine",Org,2.45680,0.28549,Water,Solv,127.84901,2.30324,?,?,?,?,?,?,?,?,32196," pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4162g",Norquist Oxide Lab,False,False,False,Reaction_32196,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5199,AN59.5,an59.5,an59.5,
Vanadium(V) oxide,Inorg,0.98692,0.17950,TMEDA,Org,2.45250,0.28499,Water,Solv,122.12046,2.20004,?,?,?,?,?,?,?,?,32197," pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4238g",Norquist Oxide Lab,False,False,False,Reaction_32197,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5200,AN59.6,an59.6,an59.6,
Vanadium(V) oxide,Inorg,0.38047,0.06920,Piperazine,Org,9.10051,0.78388,Water,Solv,442.71440,7.97563,?,?,?,?,?,?,?,?,32198," pH adjusting reagent used: Phosphonic acid (H3PO3), 1.0026g",Norquist Oxide Lab,False,False,False,Reaction_32198,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5201,AN60.1,an60.1,an60.1,
Vanadium(V) oxide,Inorg,0.35298,0.06420,methylpiperazine,Org,9.22478,0.92397,Water,Solv,453.77186,8.17484,?,?,?,?,?,?,?,?,32199," pH adjusting reagent used: Phosphonic acid (H3PO3), 1.0488g",Norquist Oxide Lab,False,False,False,Reaction_32199,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5202,AN60.2,an60.2,an60.2,
Vanadium(V) oxide,Inorg,0.42941,0.07810,2-Methylpiperazine,Org,9.35157,0.93667,Water,Solv,439.86678,7.92433,?,?,?,?,?,?,?,?,32200," pH adjusting reagent used: Phosphonic acid (H3PO3), 1.0613g",Norquist Oxide Lab,False,False,False,Reaction_32200,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5203,AN60.3,an60.3,an60.3,
Vanadium(V) oxide,Inorg,0.38542,0.07010,"1,4-Dimethylpiperazine",Org,8.99975,1.02767,Water,Solv,477.87399,8.60904,?,?,?,?,?,?,?,?,32201," pH adjusting reagent used: Phosphonic acid (H3PO3), 0.9986g",Norquist Oxide Lab,False,False,False,Reaction_32201,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5204,AN60.4,an60.4,an60.4,
Vanadium(V) oxide,Inorg,0.41071,0.07470,"1,4-Dimethylpiperazine",Org,8.88328,1.01437,Water,Solv,445.11796,8.01893,?,?,?,?,?,?,?,?,32202," pH adjusting reagent used: Phosphonic acid (H3PO3), 1.10127g",Norquist Oxide Lab,False,False,False,Reaction_32202,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5205,AN60.5,an60.5,an60.5,
Vanadium(V) oxide,Inorg,0.39532,0.07190,"1,4-Dimethylpiperazine",Org,8.74842,0.99897,Water,Solv,446.78879,8.04903,?,?,?,?,?,?,?,?,32203," pH adjusting reagent used: Phosphonic acid (H3PO3), 1.0106g",Norquist Oxide Lab,False,False,False,Reaction_32203,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5206,AN60.6,an60.6,an60.6,
"1,4-Dimethylpiperazine",Org,0.99131,0.11320,Sodium metavanadate,Inorg,1.03257,0.12590,Selenium dioxide,Inorg,8.17066,0.90661,Water,Solv,350.23036,6.30951,?,?,?,?,32204," pH adjusting reagent used: Hydrofluoric acid (HF), 2.0d",Norquist Oxide Lab,False,False,False,Reaction_32204,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5207,AN56.2,an56.2,an56.2,
"1,4-Dimethylpiperazine",Org,0.98956,0.11300,Sodium metavanadate,Inorg,1.03257,0.12590,Selenium dioxide,Inorg,7.99131,0.88671,Water,Solv,356.72495,6.42651,?,?,?,?,32205," Duplicate reference disambiguated with legacy id. pH adjusting reagent used: Hydrofluoric acid (HF), 8.0d",Norquist Oxide Lab,True,False,False,Reaction_32205,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5208,AN56.3,an56.3,an56.3_5208,
"1,4-Dimethylpiperazine",Org,0.98956,0.11300,Sodium metavanadate,Inorg,1.03257,0.12590,Selenium dioxide,Inorg,7.99131,0.88671,Water,Solv,356.72495,6.42651,?,?,?,?,32206," Duplicate reference disambiguated with legacy id. pH adjusting reagent used: Hydrofluoric acid (HF), 8.0d",Norquist Oxide Lab,True,False,False,Reaction_32206,anourmah,,,2016-05-02 20:55:12,,False,False,True,,5209,AN56.3,an56.3,an56.3_5209,
Sodium metavanadate,Inorg,0.99976,0.12190,Diethylenetriamine,Org,1.00999,0.10420,Selenium dioxide,Inorg,10.62023,1.17841,Water,Solv,324.85151,5.85230,?,?,?,?,32207," pH adjusting reagent used: Hydrofluoric acid (HF), 2.0d",Norquist Oxide Lab,False,False,False,Reaction_32207,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5210,AN56.5,an56.5,an56.5,
Diethylenetriamine,Org,0.98091,0.10120,Sodium metavanadate,Inorg,0.99402,0.12120,Selenium dioxide,Inorg,10.12816,1.12381,Water,Solv,413.49986,7.44932,?,?,?,?,32208," pH adjusting reagent used: Hydrofluoric acid (HF), 8.5d",Norquist Oxide Lab,False,False,False,Reaction_32208,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5211,AN56.6,an56.6,an56.6,
"N,N′-dimethylethylenediamine",Org,0.96536,0.08510,Ammonium metavanadate,Inorg,1.02583,0.12000,Selenium dioxide,Inorg,10.02812,1.11271,Water,Solv,337.63530,6.08260,?,?,?,?,32209," pH adjusting reagent used: Hydrofluoric acid (HF), 2.0d",Norquist Oxide Lab,False,False,False,Reaction_32209,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5212,AN56.8,an56.8,an56.8,
"N,N′-dimethylethylenediamine",Org,0.95401,0.08410,Ammonium metavanadate,Inorg,1.05575,0.12350,Selenium dioxide,Inorg,10.42376,1.15661,Water,Solv,343.58590,6.18980,?,?,?,?,32210," pH adjusting reagent used: Hydrofluoric acid (HF), 8.5d",Norquist Oxide Lab,False,False,False,Reaction_32210,anourmah,,,2016-05-02 20:55:12,,False,True,True,,5213,AN56.9,an56.9,an56.9,
Oxovanadium(2+) sulfate,Inorg,0.98832,0.16110,"2,5-Dimethylpiperazine",Org,1.06838,0.12200,Selenium dioxide,Inorg,12.20642,1.35441,Water,Solv,345.24563,6.21970,?,?,?,?,32211," pH adjusting reagent used: Hydrofluoric acid (HF), 2.0d",Norquist Oxide Lab,False,False,False,Reaction_32211,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5214,AN56.11,an56.11,an56.11,
2-Methylpiperazine,Org,0.97439,0.09760,Oxovanadium(2+) sulfate,Inorg,1.03678,0.16900,Selenium dioxide,Inorg,12.53988,1.39141,Water,Solv,345.24563,6.21970,?,?,?,?,32212," pH adjusting reagent used: Hydrofluoric acid (HF), 8.5d",Norquist Oxide Lab,False,False,False,Reaction_32212,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5215,AN56.12,an56.12,an56.12,
Oxovanadium(2+) sulfate,Inorg,1.05273,0.17160,2-Methylpiperazine,Org,1.10717,0.11090,Selenium dioxide,Inorg,12.38937,1.37471,Water,Solv,351.65140,6.33511,?,?,?,?,32213," pH adjusting reagent used: Hydrofluoric acid (HF), 2.0d",Norquist Oxide Lab,False,False,False,Reaction_32213,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5216,AN56.14,an56.14,an56.14,
Oxovanadium(2+) sulfate,Inorg,1.01225,0.16500,2-Methylpiperazine,Org,1.02830,0.10300,Selenium dioxide,Inorg,13.55828,1.50441,Water,Solv,343.71357,6.19210,?,?,?,?,32214," pH adjusting reagent used: Hydrofluoric acid (HF), 8.0d",Norquist Oxide Lab,False,False,False,Reaction_32214,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5217,AN56.15,an56.15,an56.15,
Oxovanadium(2+) sulfate,Inorg,1.06071,0.17290,2-Methylpiperazine,Org,1.08820,0.10900,Selenium dioxide,Inorg,5.37140,0.59600,Water,Solv,345.49542,6.22420,?,?,?,?,32215," pH adjusting reagent used: Hydrofluoric acid (HF), 2.0d",Norquist Oxide Lab,False,False,False,Reaction_32215,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5218,AN56.17,an56.17,an56.17,
2-Methylpiperazine,Org,0.99835,0.10000,Oxovanadium(2+) sulfate,Inorg,1.04905,0.17100,Selenium dioxide,Inorg,5.30020,0.58810,Water,Solv,340.29975,6.13060,?,?,?,?,32216,"amine not measured accurately due to taring problems pH adjusting reagent used: Hydrofluoric acid (HF), 9.0d",Norquist Oxide Lab,False,False,False,Reaction_32216,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5219,AN56.18,an56.18,an56.18,
methylpiperazine,Org,0.98837,0.09900,Sodium metavanadate,Inorg,1.04405,0.12730,Selenium dioxide,Inorg,2.00616,0.22260,Water,Solv,335.83125,6.05010,?,?,?,?,32217,,Norquist Oxide Lab,False,False,False,Reaction_32217,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5220,AN61.1,an61.1,an61.1,
"1,4-Dimethylpiperazine",Org,0.50091,0.05720,Sodium metavanadate,Inorg,0.52572,0.06410,potassium dichromate,Inorg,0.82466,0.24260,Selenium dioxide,Inorg,4.07992,0.45270,Water,Solv,349.51984,6.29670,32218,,Norquist Oxide Lab,False,False,False,Reaction_32218,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5221,AN61.2,an61.2,an61.2,
Diethylenetriamine,Org,0.47107,0.04860,Sodium metavanadate,Inorg,0.54622,0.06660,potassium dichromate,Inorg,0.88483,0.26030,Selenium dioxide,Inorg,4.98477,0.55310,Water,Solv,330.87982,5.96090,32219,,Norquist Oxide Lab,False,False,False,Reaction_32219,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5222,AN61.3,an61.3,an61.3,
Sodium metavanadate,Inorg,0.54868,0.06690,"1,4-Dimethylpiperazine",Org,0.58323,0.06660,potassium dichromate,Inorg,1.02148,0.30050,Selenium dioxide,Inorg,4.16374,0.46200,Water,Solv,392.52290,7.07142,32220,,Norquist Oxide Lab,False,False,False,Reaction_32220,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5223,AN61.4,an61.4,an61.4,
Sodium metavanadate,Inorg,0.50603,0.06170,Diethylenetriamine,Org,0.62034,0.06400,potassium dichromate,Inorg,1.08437,0.31900,Selenium dioxide,Inorg,5.30201,0.58830,Water,Solv,364.97363,6.57511,32221,,Norquist Oxide Lab,False,False,False,Reaction_32221,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5224,AN61.5,an61.5,an61.5,
"N,N′-dimethylethylenediamine",Org,0.56152,0.04950,Ammonium metavanadate,Inorg,0.59669,0.06980,potassium dichromate,Inorg,0.88619,0.26070,Selenium dioxide,Inorg,3.63651,0.40350,Water,Solv,338.10158,6.09100,32222,,Norquist Oxide Lab,False,False,False,Reaction_32222,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5225,AN61.7,an61.7,an61.7,
"2,5-Dimethylpiperazine",Org,0.49566,0.05660,Oxovanadium(2+) sulfate,Inorg,0.53618,0.08740,potassium dichromate,Inorg,0.81990,0.24120,Selenium dioxide,Inorg,6.78275,0.75261,Water,Solv,334.87094,6.03280,32223,,Norquist Oxide Lab,False,False,False,Reaction_32223,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5226,AN61.8,an61.8,an61.8,
"2,5-Dimethylpiperazine",Org,0.49566,0.05660,Oxovanadium(2+) sulfate,Inorg,0.50244,0.08190,potassium dichromate,Inorg,1.08029,0.31780,Selenium dioxide,Inorg,5.87700,0.65210,Water,Solv,334.73217,6.03030,32224,,Norquist Oxide Lab,False,False,False,Reaction_32224,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5227,AN61.9,an61.9,an61.9,
Oxovanadium(2+) sulfate,Inorg,0.48588,0.07920,2-Methylpiperazine,Org,0.59302,0.05940,potassium dichromate,Inorg,1.09015,0.32071,Selenium dioxide,Inorg,6.07167,0.67371,Water,Solv,390.96864,7.04342,32225,,Norquist Oxide Lab,False,False,False,Reaction_32225,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5228,AN61.10,an61.10,an61.10,
Oxovanadium(2+) sulfate,Inorg,0.52575,0.08570,2-Methylpiperazine,Org,0.57305,0.05740,potassium dichromate,Inorg,0.83724,0.24630,Selenium dioxide,Inorg,5.13528,0.56980,Water,Solv,366.17818,6.59681,32226,,Norquist Oxide Lab,False,False,False,Reaction_32226,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5229,AN61.11,an61.11,an61.11,
Oxovanadium(2+) sulfate,Inorg,0.48833,0.07960,potassium dichromate,Inorg,0.82976,0.24410,2-Methylpiperazine,Org,1.32881,0.13310,Selenium dioxide,Inorg,2.77583,0.30800,Water,Solv,360.02220,6.48591,32227,,Norquist Oxide Lab,False,False,False,Reaction_32227,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5230,AN61.12,an61.12,an61.12,
Oxovanadium(2+) sulfate,Inorg,0.53925,0.08790,2-Methylpiperazine,Org,0.84760,0.08490,potassium dichromate,Inorg,1.06533,0.31340,Selenium dioxide,Inorg,2.77583,0.30800,Water,Solv,350.88537,6.32131,32228,,Norquist Oxide Lab,False,False,False,Reaction_32228,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5231,AN61.13,an61.13,an61.13,
"2,5-Dimethylpiperazine",Org,0.47727,0.05450,Oxovanadium(2+) sulfate,Inorg,0.51901,0.08460,potassium dichromate,Inorg,1.45285,0.42741,Selenium dioxide,Inorg,6.05364,0.67170,Water,Solv,342.50902,6.17040,32229,,Norquist Oxide Lab,False,False,False,Reaction_32229,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5232,AN61.14,an61.14,an61.14,
Oxovanadium(2+) sulfate,Inorg,0.50060,0.08160,potassium dichromate,Inorg,1.35971,0.40001,2-Methylpiperazine,Org,5.73054,0.57398,Selenium dioxide,Inorg,6.69262,0.74261,Water,Solv,330.72440,5.95810,32230,NaF measurements not accurate due to taring problems,Norquist Oxide Lab,False,False,False,Reaction_32230,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5233,AN61.15,an61.15,an61.15,
"N,N′-dimethylethylenediamine",Org,0.47871,0.04220,Ammonium metavanadate,Inorg,0.57703,0.06750,potassium dichromate,Inorg,1.40356,0.41291,Selenium dioxide,Inorg,5.19386,0.57630,Water,Solv,339.94449,6.12420,32231,,Norquist Oxide Lab,False,False,False,Reaction_32231,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5234,AN61.16,an61.16,an61.16,
Sodium metavanadate,Inorg,0.50603,0.06170,Diethylenetriamine,Org,0.56509,0.05830,potassium dichromate,Inorg,1.39336,0.40991,Selenium dioxide,Inorg,5.26145,0.58380,Water,Solv,339.80572,6.12170,32232,,Norquist Oxide Lab,False,False,False,Reaction_32232,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5235,AN61.17,an61.17,an61.17,
Oxovanadium(2+) sulfate,Inorg,6.98142,1.13800,"1,3-Diaminopropane",Org,8.08747,0.59948,Water,Solv,557.20233,10.03817,?,?,?,?,?,?,?,?,32233,"pH unknown. value arbitrarily chosen pH adjusting reagent used: Phosphonic acid (H3PO3), 0.5076g",Norquist Oxide Lab,False,False,False,Reaction_32233,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5236,AN64.1,an64.1,an64.1,
Oxovanadium(2+) sulfate,Inorg,6.95075,1.13300,putrescine,Org,7.77049,0.68498,Water,Solv,570.15265,10.27147,?,?,?,?,?,?,?,?,32234,"pH unknown. value arbitrarily chosen pH adjusting reagent used: Phosphonic acid (H3PO3), 0.5604g",Norquist Oxide Lab,False,False,False,Reaction_32234,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5237,AN64.2,an64.2,an64.2,
Oxovanadium(2+) sulfate,Inorg,6.99860,1.14080,Cadaverine,Org,8.09348,0.82698,Water,Solv,562.86983,10.14027,?,?,?,?,?,?,?,?,32235,"pH unknown. value arbitrarily chosen pH adjusting reagent used: Phosphonic acid (H3PO3), 0.5036g",Norquist Oxide Lab,False,False,False,Reaction_32235,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5238,AN64.3,an64.3,an64.3,
Oxovanadium(2+) sulfate,Inorg,6.89615,1.12410,"1,6-HEXANEDIAMINE",Org,7.93233,0.92177,Water,Solv,561.87621,10.12237,?,?,?,?,?,?,?,?,32236,"pH unknown. value arbitrarily chosen pH adjusting reagent used: Phosphonic acid (H3PO3), 0.4985g",Norquist Oxide Lab,False,False,False,Reaction_32236,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5239,AN64.4,an64.4,an64.4,
2-Methylpiperazine,Org,0.49518,0.04960,Oxovanadium(2+) sulfate,Inorg,0.49631,0.08090,potassium dichromate,Inorg,1.07621,0.31660,Selenium dioxide,Inorg,2.61360,0.29000,Water,Solv,561.35998,10.11307,32237,,Norquist Oxide Lab,False,False,False,Reaction_32237,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5240,AN66.1,an66.1,an66.1,
Oxovanadium(2+) sulfate,Inorg,0.27545,0.04490,2-Methylpiperazine,Org,0.33545,0.03360,potassium dichromate,Inorg,0.53029,0.15600,Selenium dioxide,Inorg,1.43928,0.15970,Water,Solv,365.79517,6.58991,32238,,Norquist Oxide Lab,False,False,False,Reaction_32238,anourmah,,,2016-05-02 20:55:13,,False,True,True,,5241,AN66.2,an66.2,an66.2,
